,날짜,사고 및 공사,위치,경도,위도
49,2022-08-02 7:59,공사 ,경부고속도로 원평1교남측 신평육교북측 4차로 0km(구미IC방향) 주의운전 도로공사 -,128.34706,36.12632897
50,2022-08-02 8:00,공사 ,경부고속도로 신평육교남측 구미IC교북측 4차로 174km(구미IC방향) 주의운전 유지보수 -,128.3578138,36.1186998
51,2022-08-02 8:08,사고 ,영동고속도로 월곶 서창 1차로 주의운전 고장차량 -,126.7424978,37.39768573
52,2022-08-02 8:08,공사 ,경부고속도로 칠곡휴게소 석적육교남측 4차로 157km(남구미IC방향) 갓길차단 시설물 보수 유지보수 -,128.4230358,36.0256405
53,2022-08-02 8:09,공사 ,광주대구고속도로 풍산면(반월리) 금과면(동전리) 1차로 주의운전 도로공사 -,127.1020698,35.3323701
54,2022-08-02 8:11,사고 ,영동고속도로 월곶JC남측 월곶JC북측 1차로 0km(월곶JC방향) 주의운전 고장차량 -,126.7447314,37.3940998
55,2022-08-02 8:27,사고 ,중앙고속도로 홍천IC 횡성IC 부산 1차로 116.6 Km (횡성IC 방향) 화물차량 교통사고 교통사고 추돌주의 서행운전,127.9466014,37.61910014
56,2022-08-02 8:28,공사 ,새만금포항고속도로 북영천TG 북영천IC 1차로 주의운전 도로공사 -,128.9196672,36.0313665
57,2022-08-02 8:29,공사 ,중부내륙고속도로 122km 김천JCT 선산IC 1차로 주의운전 도로공사 -,128.2624993,36.2152491
58,2022-08-02 8:47,사고 ,중부고속도로 남이천IC남측 이천시안성시 남이 2차로 3차로 화물차관련 사고처리중 주의운전 교통사고 -,127.4387205,37.1480589
59,2022-08-02 8:49,공사 ,상주영천고속도로 신녕IC 화산JC 2차로 0km(방향) 갓길공사차주의 도로공사 -,128.825305,36.0423395
60,2022-08-02 9:22,사고 ,중부고속도로 하행 313 남이천ic 일죽ic 1차로 주의운전 교통사고 -,127.4388901,37.1501628
61,2022-08-02 9:22,사고 ,부산외곽순환고속도로 철마천교 철마천교 1차로 44.1km(기장철마IC방향) 주의운전 교통사고 -,129.1670854,35.2798799
62,2022-08-02 9:36,공사 ,경부고속도로 원지동4892 신양재IC 1차로 주의운전 도로공사 -,127.061927,37.45608379
63,2022-08-02 9:38,공사 ,석갓길 경부고속도로 상행선 69 건천ic 1차로 공사중 도로공사 -,129.1944169,35.7562386
64,2022-08-02 10:02,공사 ,영동고속도로 서창JC 서창JC남측 1차로 주의운전 도로공사 -,126.7391642,37.43610052
65,2022-08-02 10:09,사고 ,인천국제공항고속도로 신공항TG 영종대교기념관 1차로 0km(영종대교동단상부도로방향) 주의운전 고장차량 -,126.6660948,37.5701351
66,2022-08-02 10:21,공사 ,2경인고속도로 서창분기점  남인천톨게이트 1차로 갓길 공사중 도로공사 -,126.7811089,37.4414713
67,2022-08-02 11:00,공사 ,영동고속도로 군포시 송부로 베스킨라빈스 군포시 송부로 롯데리아 1차로 주의운전 신호기고장 -,126.9163901,37.3151783
68,2022-08-02 11:21,사고 ,광주원주고속도로 금사터널서측 산북터널동측 광주 1차로 승용관련 4중 사고처리중 주의운전 교통사고 -,127.4781825,37.37769693
69,2022-08-02 11:22,사고 ,경부고속도로 교량북측 교동1교서측(하행선) 3차로 202.7km(김천IC방향) 고장차량 갓길 정차중 고장차량 -,128.0616577,36.1379383
70,2022-08-02 11:29,사고 ,남해고속도로  진성IC 지수ic 방향 84.3 k 4차로 0km(진성IC방향) 주의운전 고장차량 -,128.2388867,35.1984381
71,2022-08-02 11:33,사고 ,중부고속도로 하남JC동측 동서울만남휴게소 1차로 0km(방향) 주의운전 교통사고 -,127.2062892,37.5305242
72,2022-08-02 11:36,사고 ,수도권제1순환고속도로 장수IC 소래터널 1차로 주의운전 요망 교통사고 -,126.7737042,37.4585537
73,2022-08-02 11:45,사고 ,경부고속도로 양재IC 양재IC 1차로 주의운전 고장차량 -,127.0385979,37.46613035
74,2022-08-02 12:00,사고 ,남해고속도로제1지선 서마산IC 구암2교 창원 1차로 승용관련 사고처리중 주의운전 교통사고 -,128.5656339,35.23672139
75,2022-08-02 12:04,사고 ,호남고속도로 여산휴게소 논산JC 1차로 0km(논산JC방향) 주의운전 전복 -,127.1021316,36.0756162
76,2022-08-02 13:58,공사 ,호남고속도로 김제IC 금산사IC 1차로 0km(금산사IC방향) 호남선하 갓길제초작업중(155k) 노변유지보수 -,126.9985935,35.7547895
77,2022-08-02 14:51,사고 ,서울양양고속도로 춘천JC 춘천JC서측 서울62km 1차로 승용관련 사고처리중 주의운전 교통사고 -,127.7838903,37.7571327
78,2022-08-02 14:55,공사 ,경부고속도로 칠곡휴게소 석적육교남측 4차로 155.8km(남구미IC방향) 갓길 작업중 주의운전요망 유지보수 -,128.4291452,36.0223159
79,2022-08-02 15:28,공사 ,상주영덕고속도로 78km 낙동JCT 남상주IC 2차로 0km(낙동Jc방향) 갓길공사 하수도/배수로작업 -,128.2396223,36.386624
80,2022-08-02 15:35,공사 ,경부고속도로 교동2교동측 김천IC동측 1차로 199km(방향) 주의운전 유지보수 -,128.0982858,36.13339999
81,2022-08-02 15:47,공사 ,광주원주고속도로 신평JC 서원주IC 1차로 주의운전 도로공사 -,127.883537,37.390821
82,2022-08-02 15:53,공사 ,경부고속도로 원평1교남측 신평육교북측 4차로 174km(구미IC방향) 주의운전 도로공사 -,128.346961,36.12626532
83,2022-08-02 16:24,사고 ,당진영덕고속도로 64.0km 화서IC 남상주IC 2차로 0km(남상주IC방향) 갓길 고장차량 고장차량 -,127.922991,36.4445352
84,2022-08-02 16:26,사고 ,남해고속도로 진성 지수IC 램프 구간 2차로 km(방향) 주의운전 고장차량 -,128.2667999,35.2284045
85,2022-08-02 16:40,사고 ,영동고속도로 시점 서창JC 1차로 주의운전 요망 교통사고 -,126.7245318,37.4019304
86,2022-08-02 16:43,사고 ,영동고속도로 속성변화점 서안산IC5교 2차로 0km(방향) 주의운전 고장차량 -,126.7928749,37.3450318
87,2022-08-02 17:09,사고 ,제2경인고속도로 북판교 성남 16.8 1차로 0km(방향) 주의운전 고장차량 -,127.0793006,37.400149
88,2022-08-02 18:55,사고 ,중부내륙고속도로 김천JC 선산IC 2차로 0km(왜관IC방향) 중부내륙고속도로 상행선 123킬로미터 지점. 선산IC 감속차로 교통사고 발생. 진행차량 주의운전 요망.  교통사고 -,128.4262437,36.0168856
89,2022-08-02 19:01,공사 ,경부고속도로 174.5km 북구미IC 구미IC 2차로 0km(선산IC방향) 4차로 차단 공사 도로공사 -,128.2566763,36.2630807
90,2022-08-02 19:57,사고 ,중부내륙고속도로 북상주IC 점촌함창IC 2차로 0km(점촌함창IC방향) 갓길 고장차량 정차중으로 안전운전 바랍니다 고장차량 -,128.1470797,36.5598598
91,2022-08-02 20:13,사고 ,서울외곽순환고속도로 하남JC서측 상일IC남측 1차로 20km(상일IC방향) 주의운전 고장차량 -,127.1901429,37.5337147
92,2022-08-02 20:56,사고 ,서울외곽순환고속도로 하남JC서측 상일IC남측 1차로 20.6km(상일IC방향) 주의운전 교통사고 -,127.1863854,37.5368448
93,2022-08-02 23:01,사고 ,중부내륙고속도로 상주IC 낙동Jct 2차로 0km(낙동Jc방향) 갓길 고장차량 정차중으로 안전운전 바랍니다 고장차량 -,128.2197685,36.413517
94,2022-08-03 5:21,사고 ,서울외곽순환고속도로 장수IC북측 송내IC남측 1차로 0km(송내IC방향) 주의운전 교통사고 -,126.7545186,37.47433642
95,2022-08-03 7:14,사고 ,서해안고속도로 서평택JC북측 평택시화성시 서울 293km 3차로 갓길에 걸쳐 화물차전복사고 처리중 주의운전 전복 -,126.8892551,37.06651579
96,2022-08-03 7:37,공사 ,영동고속도로 횡성휴게소 새말IC 1차로 0km(새말IC방향) 주의운전 도로공사 -,128.1072666,37.46335
97,2022-08-03 7:38,사고 ,경부고속도로 서초IC 반포IC 1차로 고장 차량 서울청,127.0220395,37.49427544
98,2022-08-03 8:00,사고 ,구리포천고속도로 남별내 서울 1차로 구리터널km(남별내IC방향) 주의운전 교통사고 -,127.1369178,37.66964263
99,2022-08-03 8:39,공사 ,남해고속도로 진주에서 순천방향 2차로 59k 갓길 도로공사 도로공사 -,128.1124199,35.156621
100,2022-08-03 8:56,사고 ,남해고속도로 문산IC 진진성ic 4차로 76.8km(문산IC방향) 갓길고장차량  고장차량 -,128.1716981,35.1725872
101,2022-08-03 9:01,사고 ,서해안고속도로 목포TG에서 몽탄3터널 전 11.3km 2차로 0km(무안IC방향) 주의운전 고장차량 -,126.5000236,34.8999757
102,2022-08-03 9:09,공사 ,경부고속도로 경주ic 건천휴게소 1차로 경주ic가속차로 작업중 주의운전 유지보수 -,129.1870365,35.8209897
103,2022-08-03 9:12,사고 ,호남고속도로 익산JC 익산IC남측 1차로 0km(익산IC방향) 주의운전 고장차량 -,127.102015,35.9559299
104,2022-08-03 10:04,공사 ,중부고속도로 음성IC 삼성하이패스IC 1차로 0km(삼성하이패스IC방향) 주의운전 하수도/배수로작업 -,127.4723144,36.9854815
105,2022-08-03 10:20,공사 ,새만금포항고속도로 청통휴게소 청통와촌IC 진행방향 전체차로 18km(방향) 주의운전 도로공사 -,128.83421,35.9740088
106,2022-08-03 10:22,사고 ,서울외곽순환고속도로 상일 서하남 2차로 0km(서하남IC방향) 주의운전 교통사고 -,127.1635018,37.5146285
107,2022-08-03 10:48,사고 ,남해고속도로 지주IC 군북ic 4차로 88.6km(진성IC방향) 주의운전 고장차량 -,128.2723318,35.2265437
108,2022-08-03 10:52,사고 ,남해고속도로 축동IC 사천휴게소 2차로 57km(사천IC방향) 갓길고장차량 고장차량 -,128.0275829,35.0789802
109,2022-08-03 10:54,공사 ,중부내륙고속도로  김천JC 남김천IC 2차로 비탈면 공사 주의운전 유지보수 -,128.2592039,36.0765384
110,2022-08-03 10:58,사고 ,서해안고속도로 금천 일직JC 2차로 0km(일직JC방향) 갓길이동 고장차량 -,126.8959286,37.42948745
111,2022-08-03 11:06,사고 ,서울외곽순환고속도로 토평IC북측 토평TG 1차로 0km(방향) 주의운전 교통사고 -,127.1553422,37.5810795
112,2022-08-03 11:07,사고 ,서울외곽순환고속도로 토평IC 토평TG 1차로 0km(방향) 주의운전 교통사고 -,127.1578178,37.581488
113,2022-08-03 11:09,사고 ,영동고속도로 반월터널 안산jc 1차로 갓길이동 고장차량 -,126.8557354,37.34589878
114,2022-08-03 11:26,사고 ,동해고속도로 문덕1교북측 남포항IC남측 2차로 주의운전 교통사고 -,129.3878783,35.9387641
115,2022-08-03 11:26,사고 ,2경인고속도로 남동ic에서 문학ic방향 4차로 주의운전 고장차량 -,126.7047629,37.43372157
116,2022-08-03 11:28,공사 ,새만금포항고속도로 청통와촌IC 화산JC 진행방향 전체차로 23km(화산JC방향) 주의운전 도로공사 -,128.8875888,36.0187064
117,2022-08-03 11:32,사고 ,새만금포항고속도로 북영천IC 화산JC 1차로 27.7km(화산JC방향) 주의운전 고장차량 -,128.9055052,36.0296163
118,2022-08-03 11:49,공사 ,중부내륙고속도로 80.8km 낙동JCT 상주JCT 1차로 갓길공사 하수도/배수로작업 -,128.2330272,36.2890877
119,2022-08-03 12:06,공사 ,통영대전고속도로 동고성ic 연화산 ic 2차로 26km(방향) 주의운전 도로공사 -,128.1935149,35.0883362
120,2022-08-03 12:07,사고 ,남해고속도로 사천휴게소 곤양교 1차로 53km(축동IC방향) 1차로 교통사고 교통사고 -,127.98104,35.0614431
121,2022-08-03 12:16,공사 ,순천완주고속도로 사매1터널 터널 1차로 0km(북남원IC방향) 주의운전 유지보수 -,127.324107,35.466234
122,2022-08-03 12:40,사고 ,동해고속도로 울산JC 울산JCT남측 진행방향 전체차로 0km(방향) 주의운전 고장차량 -,129.2463889,35.54972222
123,2022-08-03 13:23,사고 ,평택제천고속도로 용계2교 교량 1차로 0km(서충주IC방향) 주의운전 교통사고 -,127.6011725,36.9784366
124,2022-08-03 13:30,공사 ,당진영덕고속도로 81 낙동JCT 상주JCT 2차로 0km(낙동Jc방향) 갓길공사 유지보수 -,128.2490952,36.2779096
125,2022-08-03 14:01,사고 ,경부고속도로 오산IC 안성분기점 1차로 주의운전 고장차량 -,127.0916153,37.13066986
126,2022-08-03 14:13,사고 ,평택제천고속도로 북진천IC 북진천IC 1차로 0km(북진천IC방향) 주의운전 교통사고 -,127.4479307,36.946106
127,2022-08-03 14:36,공사 ,경부고속도로 동대구JC 동대구JC 진행방향 전체차로 주의운전 도로공사 반대 차선 확인 요망,128.6979653,35.8904158
128,2022-08-03 15:11,사고 ,제2경인고속도로 광명IC서측 광명IC동측 3차로 0km(광명IC방향) 갓길이동 교통사고 -,126.8534664,37.43888198
129,2022-08-03 15:12,사고 ,평택제천고속도로 송탄IC서측 평택터널동측 1차로 0km(송탄IC방향) 주의운전 적재물낙하 -,127.0792131,37.0306434
130,2022-08-03 15:14,공사 ,만덕대로 만덕교차로 남해고속도로 1차로 주의운전 도로공사 -,129.0088644,35.2301947
131,2022-08-03 15:54,사고 ,영동고속도로 안산JC 안산IC동측 4차로 0km(안산IC방향) 갓길이동 고장차량 -,126.8552076,37.34606256
132,2022-08-03 16:27,공사 ,경부고속도로 북구미하이패스 구미IC 174km 2차로 갓길차단 소음방지 공사 중 유지보수 -,128.3564045,36.1185144
133,2022-08-03 16:28,공사 ,구리포천고속도로 남별내IC 남구리ic 진행방향 전체차로 구리터널 내 3차로 고가시설작업 -,127.1303824,37.5789997
134,2022-08-03 16:31,사고 ,서해안고속도로 몽탄2터널에서 목포TG 방면 13.6km 2차로 0km(일로IC방향) 주의운전 고장차량 -,126.4980286,34.9208694
135,2022-08-03 16:44,사고 ,2경인고속도로 문학ic에서 남동ic방향 3차로 주의운전 고장차량 -,126.6962977,37.4332356
136,2022-08-03 16:53,사고 ,평택제천고속도로 산척1터널서측 천등산휴게소 1차로 0km(동충주IC방향) 주의운전 교통사고 -,127.9486757,37.0618484
137,2022-08-03 17:38,사고 ,무안광주고속도로 함평JC 동함평IC방면10.6km지점 2차로 0km(동함평IC방향) 주의운전 고장차량 -,126.4952817,35.031415
138,2022-08-03 19:05,사고 ,경부고속도로 169km 구미IC 남구미IC 1차로 0km(방향) 주의운전 고장차량 -,128.3617173,36.1093065
139,2022-08-03 19:07,사고 ,경부고속도로 서울만남의광장휴게소 양재육교 2차로 사고처리 경부고속도로 양재IC→서초IC 서울 방향 -,127.0377886,37.46582659
140,2022-08-03 19:09,사고 ,경부고속도로 양재IC 서초IC 2차로 주의운전 고장 차량 서울청,127.0361279,37.4676877
141,2022-08-03 19:32,사고 ,익산장수고속도로 익산JC 완주TG 1차로 4.3km(방향) 주의운전 교통사고 -,127.4397618,35.76951515
142,2022-08-03 21:12,공사 ,천안논산고속도로 남공주IC 정안ic 1차로 0km(남공주IC방향) 주의운전 도로공사 -,127.0814506,36.4244361
143,2022-08-03 21:22,공사 ,천안논산고속도로 남공주IC 탄천휴게소 1차로 0km(탄천IC방향) 주의운전 도로공사 -,127.0666975,36.3525123
144,2022-08-03 22:12,사고 ,평택시흥고속도로 신길교 안산시단원구시흥시 1차로 0km(방향) 주의운전 교통사고 -,126.7598441,37.33924208
145,2022-08-03 22:33,사고 ,평택시흥고속도로 신길교 안산시단원구시흥시 1차로 0km(방향) 주의운전 교통사고 -,126.7604665,37.33943489
146,2022-08-03 22:35,사고 ,중부내륙고속도로 선산ic 김천JC 1차로 119.3km(방향) 주의운전 교통사고 -,128.2621243,36.1614021
147,2022-08-04 1:56,사고 ,경부고속도로 서초IC 서초육교 5차로 추돌사고 경부고속도로 양재IC→서초IC 서울 방향 -,127.0267844,37.48176847
148,2022-08-04 3:31,공사 ,서울외곽순환고속도로 공릉천4교 벽제지하차도 1차로 주의운전 도로공사 -,126.8803291,37.6743943
149,2022-08-04 8:02,공사 ,경부고속도로 원평1교남측 신평육교북측 4차로 174km(구미IC방향) 주의운전 유지보수 -,128.3538395,36.1234758
150,2022-08-04 8:09,공사 ,경부고속도로 도동JC 동대구JC 4차로 121km(동대구JC방향) 공사중 도로공사 -,128.6744809,35.9012417
151,2022-08-04 8:11,사고 ,중부내륙고속도로 충주휴게소 온수교 2차로 0km(충주IC방향) 주의운전 교통사고 -,127.8458496,36.987712
152,2022-08-04 8:20,사고 ,중앙고속도로 춘천방면 부산방면 1차로 360kkm(춘천분기점방향) 주의운전 고장차량 -,127.8752697,37.6696007
153,2022-08-04 8:24,공사 ,경부고속도로 원평1교남측 신평육교북측 4차로 0km(구미IC방향) 주의운전 도로공사 -,128.3493299,36.1252388
154,2022-08-04 8:33,공사 ,경부고속도로 경주터널남측 건천IC 3차로 82km(건천IC방향) 공사중 도로공사 -,129.070587,35.8642209
155,2022-08-04 8:39,공사 ,경부고속도로 매원교남측 왜관IC 4차로 152km(왜관IC방향) 유지보수 -,128.4269817,35.9875384
156,2022-08-04 8:44,사고 ,경부고속도로 신양재IC 양재IC 2차로 0km(방향) 주의운전 고장차량 -,127.0462323,37.4571978
157,2022-08-04 8:50,사고 ,경인고속도로 부천IC 부천IC서측 1차로 0km(방향) 주의운전 교통사고 -,126.7747273,37.5248341
158,2022-08-04 9:01,사고 ,남해고속도로 해반천교 서김해IC 3차로 152.2km(동김해IC방향) 주의운전 고장차량 -,128.854454,35.2201129
159,2022-08-04 9:06,공사 ,인천국제공항고속도로 북인천IC 청라동351 1차로 주의운전 유지보수 -,126.6240688,37.5558787
160,2022-08-04 9:21,공사 ,수도권제2순환고속도로 인천항고가차도북측 인천항고가교남측 1차로 주의운전 유지보수 -,126.6199957,37.45148038
161,2022-08-04 9:33,공사 ,중앙고속도로 춘천방면 부산방면 306k 1차로 주의운전 도로공사 -,127.9929756,37.28767576
162,2022-08-04 9:33,공사 ,경부고속도로 초곡교 김천JC 3차로 183km(김천분기점방향) 도로공사차량 갓길 청소작업 중 유지보수 -,128.2552589,36.1602193
163,2022-08-04 9:34,공사 ,중앙고속도로 춘천방면 부산방면 305k 1차로 주의운전 도로공사 -,127.9298267,37.3324399
164,2022-08-04 9:48,공사 ,남해고속도로 장지IC 함안IC 1차로 105kkm(장지IC방향) 방호벽공사 유지보수 -,128.3765953,35.290675
165,2022-08-04 9:49,공사 ,경부고속도로 광평육교남측 임은1교북측 4차로 주의운전 도로공사 -,128.3617015,36.09840052
166,2022-08-04 9:49,공사 ,당진영덕고속도로 피반령터널동측 회인IC 1차로 16km(보은IC방향) 주의운전 유지보수 -,127.6048179,36.4904135
167,2022-08-04 9:53,공사 ,남해고속도로 함안 산인tg방면 109.9k 가드래일 보수공사 4차로 0km(산인JC방향) 주의운전 유지보수 -,128.4379197,35.274233
168,2022-08-04 9:54,공사 ,남해고속도로 진성 반성천교동측 지수ic 방향 84.5 k 4차로 0km(진성IC방향) 주의운전 도로공사 -,128.2429196,35.1981972
169,2022-08-04 10:00,공사 ,경부고속도로 칠곡휴게소 왜관IC 4차로 156km(남구미IC방향) 갓길 작업중 주의운전요망 유지보수 -,128.4279547,35.988805
170,2022-08-04 10:02,공사 ,서울외곽순환고속도로 안현JC북측 시흥TG 4차로 0km(시흥TG방향) 주의운전 유지보수 -,126.8087082,37.4465525
171,2022-08-04 10:03,사고 ,중부고속도로 진천IC 증평IC 남이 274km 1차로 승용관련 사고처리중 주의운전 교통사고 -,127.502626,36.80625669
172,2022-08-04 10:11,공사 ,통영대전고속도로 통영IC 동고성IC 1차로 주의운전 유지보수 -,128.4111966,34.9122058
173,2022-08-04 10:20,사고 ,중앙고속도로 남원주IC 만종육교 1차로 0km(만종JC방향) 주의운전 고장차량 -,127.9072978,37.3559219
174,2022-08-04 10:25,사고 ,중앙고속도로 다부터널 다부터널 춘천  1차로 승용관련 사고 주의운전 교통사고 TBN제보,128.528654,36.02996652
175,2022-08-04 10:33,공사 ,중부내륙고속도로 남성주휴게소 성주IC 2차로 82km(성주IC방향) 도로공사 주의운전 도로공사 -,128.2625928,35.9119323
176,2022-08-04 10:58,사고 ,새만금포항고속도로 임고4터널 영천휴게소 대구 42km 3차로 승용사고 처리중 주의운전 교통사고 -,129.0612532,36.04371649
